event_id,event_status,source_yaml,coverage_index,layer,screen_rules,legacy_note,trigger_sources,verdict
cambodia-nbc-joint-crypto-prohibition-2018-05,admitted,events/cambodia-nbc-joint-crypto-prohibition-2018-05.yaml,4,asset_onchain,"[""absence_of_observed_action""]",The joint statement engages no issuer-side blacklist or on-chain freeze method. not_applicable on construct-did-not-exist grounds.,"[{""body_hash"": ""sha256:21ea89870f7dc2410603614d23f78f5d9e7cedf1de7d51151ecb05f275f54d7c"", ""body_path"": ""sources/http_captures/cambodia-nbc-joint-crypto-prohibition-2018-05/primary-nbc-pdf/www.nbc.gov.kh__download_files-news_and_events-news_eng-5223Joint_statement_NBC_SECC_POLICE_ENG.pdf__3b5478c840.bin"", ""url"": ""https://www.nbc.gov.kh/download_files/news_and_events/news_eng/5223Joint_statement_NBC_SECC_POLICE_ENG.pdf"", ""wayback"": ""https://web.archive.org/web/20260601125313/https://www.nbc.gov.kh/download_files/news_and_events/news_eng/5223Joint_statement_NBC_SECC_POLICE_ENG.pdf""}, {""body_hash"": ""sha256:8c8215744a74e3fdbb52d7c302ae874eb2c212820cf4a59b5f681c1bfd444d7b"", ""body_path"": ""sources/http_captures/cambodia-nbc-joint-crypto-prohibition-2018-05/primary-nbc-page/www.nbc.gov.kh__english-news_and_events-news_info.php__8390f78670.html"", ""url"": ""https://www.nbc.gov.kh/english/news_and_events/news_info.php?id=380"", ""wayback"": ""https://web.archive.org/web/20260601125236/https://www.nbc.gov.kh/english/news_and_events/news_info.php?id=380""}, {""body_hash"": ""sha256:c8acdc033a4946eef66dde5c4d2ae7858c2aec180a64696a3ba09b74ac99edb6"", ""body_path"": ""sources/http_captures/cambodia-nbc-joint-crypto-prohibition-2018-05/primary/web.archive.org__web-20180620031123-https-www.phnompenhpost.com-business-cryptos-illegal-kingdom-regulators__3512288dd1.html"", ""url"": ""https://web.archive.org/web/20180620031123/https://www.phnompenhpost.com/business/cryptos-illegal-kingdom-regulators"", ""wayback"": ""https://web.archive.org/web/20180620031123/https://www.phnompenhpost.com/business/cryptos-illegal-kingdom-regulators""}]",unadjudicated_risk_flag
celsius-bankruptcy-mashinsky-doj-2023,admitted,events/celsius-bankruptcy-mashinsky-doj-2023.yaml,0,l0_network,"[""absence_of_observed_action""]","No network-layer blocking observed; the cascade surface is the lending-platform off-ramp collapse + criminal/civil enforcement against named executives, not ISP / DNS filtering of celsius.network.","[{""url"": ""https://www.justice.gov/usao-sdny/pr/founder-and-former-chief-executive-officer-celsius-network-limited-charged-multi"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.justice.gov/usao-sdny/pr/founder-and-former-chief-executive-officer-celsius-network-limited-charged-multi""}, {""url"": ""https://www.sec.gov/news/press-release/2023-127"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.sec.gov/news/press-release/2023-127""}, {""url"": ""https://www.cftc.gov/PressRoom/PressReleases/8758-23"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.cftc.gov/PressRoom/PressReleases/8758-23""}, {""url"": ""https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-action-leads-record-47-billion-imposed-judgment-against-crypto-platform-celsius"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-action-leads-record-47-billion-imposed-judgment-against-crypto-platform-celsius""}, {""body_hash"": ""sha256:b889e7875b38b8d0ad0f91f7f24388aa1f36b0af797d1ff4c094f032ac0c74f6"", ""body_path"": ""sources/http_captures/celsius-bankruptcy-mashinsky-doj-2023/v0_3_repair/cases.stretto.com__celsius__f15ad87980.html"", ""url"": ""https://cases.stretto.com/celsius/""}]",unadjudicated_risk_flag
celsius-bankruptcy-mashinsky-doj-2023,admitted,events/celsius-bankruptcy-mashinsky-doj-2023.yaml,2,l3_rpc,"[""missing_capture_or_anchor""]",Public RPC providers' filter lists are not implicated. No Celsius- specific RPC rejection or docs/status-page change is pinned.,"[{""url"": ""https://www.justice.gov/usao-sdny/pr/founder-and-former-chief-executive-officer-celsius-network-limited-charged-multi"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.justice.gov/usao-sdny/pr/founder-and-former-chief-executive-officer-celsius-network-limited-charged-multi""}, {""url"": ""https://www.sec.gov/news/press-release/2023-127"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.sec.gov/news/press-release/2023-127""}, {""url"": ""https://www.cftc.gov/PressRoom/PressReleases/8758-23"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.cftc.gov/PressRoom/PressReleases/8758-23""}, {""url"": ""https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-action-leads-record-47-billion-imposed-judgment-against-crypto-platform-celsius"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-action-leads-record-47-billion-imposed-judgment-against-crypto-platform-celsius""}, {""body_hash"": ""sha256:b889e7875b38b8d0ad0f91f7f24388aa1f36b0af797d1ff4c094f032ac0c74f6"", ""body_path"": ""sources/http_captures/celsius-bankruptcy-mashinsky-doj-2023/v0_3_repair/cases.stretto.com__celsius__f15ad87980.html"", ""url"": ""https://cases.stretto.com/celsius/""}]",unadjudicated_risk_flag
celsius-bankruptcy-mashinsky-doj-2023,admitted,events/celsius-bankruptcy-mashinsky-doj-2023.yaml,4,asset_onchain,"[""absence_of_observed_action""]","CEL token (Celsius's native exchange token) experienced post-freeze price collapse, but no issuer-level on-chain freeze or sanction-list address set is asserted. CEL price manipulation is the subject of the criminal charges, not an on-chain censorship primitive.","[{""url"": ""https://www.justice.gov/usao-sdny/pr/founder-and-former-chief-executive-officer-celsius-network-limited-charged-multi"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.justice.gov/usao-sdny/pr/founder-and-former-chief-executive-officer-celsius-network-limited-charged-multi""}, {""url"": ""https://www.sec.gov/news/press-release/2023-127"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.sec.gov/news/press-release/2023-127""}, {""url"": ""https://www.cftc.gov/PressRoom/PressReleases/8758-23"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.cftc.gov/PressRoom/PressReleases/8758-23""}, {""url"": ""https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-action-leads-record-47-billion-imposed-judgment-against-crypto-platform-celsius"", ""wayback"": ""https://web.archive.org/web/20260516000000/https://www.ftc.gov/news-events/news/press-releases/2023/07/ftc-action-leads-record-47-billion-imposed-judgment-against-crypto-platform-celsius""}, {""body_hash"": ""sha256:b889e7875b38b8d0ad0f91f7f24388aa1f36b0af797d1ff4c094f032ac0c74f6"", ""body_path"": ""sources/http_captures/celsius-bankruptcy-mashinsky-doj-2023/v0_3_repair/cases.stretto.com__celsius__f15ad87980.html"", ""url"": ""https://cases.stretto.com/celsius/""}]",unadjudicated_risk_flag
china-fentanyl-network-ofac-2023-10,admitted,events/china-fentanyl-network-ofac-2023-10.yaml,4,asset_onchain,"[""missing_capture_or_anchor"", ""absence_of_observed_action""]","16 BTC/ETH/Tron addresses (mostly receiving drug proceeds in USDT/USDC) are attached, but no captured primary_onchain freeze/blacklist tx_hash is pinned at draft time. Per codebook §1.6, no on-chain claim is made; the measurable surface is carried at offramp_cex. Not reclassified to escape the asset_onchain evidence floor.","[{""body_hash"": ""sha256:00f439975eba09e5ac169c4f0d6fea7617063249f1a5d1faa0c03cc6a96d8f67"", ""body_path"": ""sources/http_captures/china-fentanyl-network-ofac-2023-10/primary/web.archive.org__web-20231003000000-https-home.treasury.gov-news-press-releases-jy1779__c0f71db364.html"", ""url"": ""https://home.treasury.gov/news/press-releases/jy1779"", ""wayback"": ""https://web.archive.org/web/20231003190525/https://home.treasury.gov/news/press-releases/jy1779""}, {""body_hash"": ""sha256:1e69d995969b2deee20c842346e86f4d8aa35d0c615e25df287c28cea79f17cc"", ""body_path"": ""sources/http_captures/china-fentanyl-network-ofac-2023-10/primary/web.archive.org__web-20231003000000-https-ofac.treasury.gov-recent-actions-20231003__09b2bec01f.html"", ""url"": ""https://ofac.treasury.gov/recent-actions/20231003"", ""wayback"": ""https://web.archive.org/web/20231003190327/https://ofac.treasury.gov/recent-actions/20231003""}]",unadjudicated_risk_flag
china-ico-ban-2017-09,admitted,events/china-ico-ban-2017-09.yaml,4,asset_onchain,"[""missing_capture_or_anchor""]","The 7-Ministry Notice prohibits token-issuance fundraising (""代币发行融资"") as unauthorized public financing and mandates ICO refunds, but it does not engage an on-chain issuer-admin freeze/blacklist primitive and no enumerated on-chain transaction is pinned. The token-issuance prohibition is recorded at the offramp_cex / fundraising layer rather than asset_onchain (the validator reserves asset_onchain observed_change for primary_onchain-anchored events). not_applicable on construct-not-engaged grounds here.","[{""body_hash"": ""sha256:48cad3d18bb9d1d59fb58b3ba398bfcc70a1dd74cabf81d554094f9f981983ca"", ""body_path"": ""sources/http_captures/china-ico-ban-2017-09/primary/web.archive.org__web-20170904083557-http-www.pbc.gov.cn-goutongjiaoliu-113456-113469-3374222-index.html__0aa94d8f93.html"", ""url"": ""http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3374222/index.html"", ""wayback"": ""https://web.archive.org/web/20170904083557/http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3374222/index.html""}, {""url"": ""https://www.loc.gov/item/global-legal-monitor/2017-10-19/china-regulators-ban-companies-from-raising-money-through-virtual-currencies/"", ""wayback"": ""https://web.archive.org/web/2020/https://www.loc.gov/item/global-legal-monitor/2017-10-19/china-regulators-ban-companies-from-raising-money-through-virtual-currencies/""}, {""body_hash"": ""sha256:4b10ede20fb7ed959ddcf52630d092ffe2d5fa5598cd2f2f4a228fa5d5dd24dd"", ""body_path"": ""sources/http_captures/china-ico-ban-2017-09/primary/web.archive.org__web-20170904084200-https-www.cnbc.com-2017-09-04-chinese-icos-china-bans-fundraising-through-initial-coin-offerings-report-says.html__a27d6aec56.html"", ""url"": ""https://www.cnbc.com/2017/09/04/chinese-icos-china-bans-fundraising-through-initial-coin-offerings-report-says.html"", ""wayback"": ""https://web.archive.org/web/20170904084200/https://www.cnbc.com/2017/09/04/chinese-icos-china-bans-fundraising-through-initial-coin-offerings-report-says.html""}]",unadjudicated_risk_flag
china-nft-secondary-trading-self-discipline-2022-06,admitted,events/china-nft-secondary-trading-self-discipline-2022-06.yaml,4,asset_onchain,"[""missing_capture_or_anchor""]","Mapped from the original ""asset_issuance"" axis: token issuance on PRC digital-collectibles permissioned consortium chains was restricted to primary-sale flows (no secondary transfer) under the self-discipline initiative. Scope narrowed to the primary/secondary distinction rather than blanket issuance cessation; the platforms continued to mint primary collectibles after 2022-06-30. Replayable on-chain artifacts for the consortium chains are not yet pinned in this session.","[{""url"": ""https://www.scmp.com/tech/big-tech/article/3184021/china-nfts-tencent-and-ant-group-join-industry-pledge-ban"", ""wayback"": ""https://web.archive.org/web/2022/https://www.scmp.com/tech/big-tech/article/3184021/china-nfts-tencent-and-ant-group-join-industry-pledge-ban""}, {""url"": ""https://www.euronews.com/next/2022/06/30/china-tech-nfts"", ""wayback"": ""https://web.archive.org/web/2022/https://www.euronews.com/next/2022/06/30/china-tech-nfts""}, {""url"": ""https://www.asiafinancial.com/chinas-big-tech-groups-pledge-to-help-ban-nft-trading"", ""wayback"": ""https://web.archive.org/web/2022/https://www.asiafinancial.com/chinas-big-tech-groups-pledge-to-help-ban-nft-trading""}]",unadjudicated_risk_flag
china-pboc-crypto-ban-2021,admitted,events/china-pboc-crypto-ban-2021.yaml,2,l3_rpc,"[""missing_capture_or_anchor""]","Pre-Merge event (Ethereum Merge 2022-09-15). The OFAC-compliance-adjacent public Ethereum RPC substrate (Flashbots Protect launched 2022-11, MEV-Blocker launched 2023-03-27) did not exist at event time. Same construct-did-not-exist reasoning as L1 consensus coverage for pre-Merge events. not_applicable rather than not_measured. L3 RPC-layer public-provider filter-list pin: the two dominant OFAC-compliance-adjacent public Ethereum RPC providers are MEV-Blocker (mevblocker.io) and Flashbots Protect (docs.flashbots.net). Both captured 2026-04-22 as ecosystem-level primary_corporate anchors for L3-layer reasoning: mevblocker.io landing: body_hash sha256:f580083a67f052d2d8301dc1975c6f1f369474d25a10f0587ef081f70379cc67 docs.flashbots.net/flashbots-protect/quick-start: body_hash sha256:b937ed96974815d638d2db412ad674d417ae71f0295f625c8cec839638307282 Status remains not_measured because per-event bracketing snapshots of the provider filter lists (pre-event / event-day / post-event) are not yet pinned from the Wayback CDX. The anchors establish the measurement substrate; per-event slices would promote status to partially_measured.","[{""body_hash"": ""sha256:a5c7da7da584c23c3e880f394b445cea75f0ad11aee41f79b10d2da4b2884a84"", ""body_path"": ""sources/archived_htmls/china-pboc-crypto-ban-2021/pbc-notice-20210924.html"", ""url"": ""http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/4348521/index.html"", ""wayback"": ""https://web.archive.org/web/20210924105105/http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/4348521/index.html""}]",unadjudicated_risk_flag
chinyong-kim-sang-man-dprk-it-worker-ofac-2023-05,admitted,events/chinyong-kim-sang-man-dprk-it-worker-ofac-2023-05.yaml,4,asset_onchain,"[""missing_capture_or_anchor"", ""absence_of_observed_action""]","Kim's named addresses are mainstream-exchange DEPOSIT addresses, not issuer-controlled or protocol addresses; no freeze surface and no captured primary_onchain tx_hash. Per codebook §1.6, no on-chain claim is made; the measurable surface is carried at offramp_cex. Not reclassified to escape the asset_onchain evidence floor.","[{""body_hash"": ""sha256:d62f6b8c04eba2477e1022a7510ad722c2fd81a14b37a030e44a3a96cdb77f76"", ""body_path"": ""sources/http_captures/chinyong-kim-sang-man-dprk-it-worker-ofac-2023-05/primary/web.archive.org__web-20230523000000-https-home.treasury.gov-news-press-releases-jy1498__dd2b856709.html"", ""url"": ""https://home.treasury.gov/news/press-releases/jy1498"", ""wayback"": ""https://web.archive.org/web/20230523155510/https://home.treasury.gov/news/press-releases/jy1498""}, {""body_hash"": ""sha256:361020395af3a02bf7feca792f7a0d84de9d8c1e45a296fd1ebcbd0b6f34d096"", ""body_path"": ""sources/http_captures/chinyong-kim-sang-man-dprk-it-worker-ofac-2023-05/primary/web.archive.org__web-20230523000000-https-ofac.treasury.gov-recent-actions-20230523__b4eb572e68.html"", ""url"": ""https://ofac.treasury.gov/recent-actions/20230523"", ""wayback"": ""https://web.archive.org/web/20230523144315/https://ofac.treasury.gov/recent-actions/20230523""}]",unadjudicated_risk_flag
circle-freeze-zama-cusdc-court-order-2026,admitted,events/circle-freeze-zama-cusdc-court-order-2026.yaml,4,asset_onchain,"[""missing_capture_or_anchor"", ""absence_of_observed_action""]",Circle's cUSDC freeze is reported but no captured primary_onchain tx_hash; per codebook §1.6 no on-chain claim is made.,"[{""body_hash"": ""sha256:56527f13529c94018c8afcad416835d8e605067036fddcf50dec5155757f4b99"", ""body_path"": ""sources/http_captures/circle-freeze-zama-cusdc-court-order-2026/source/www.cryptotimes.io__2026-06-02-court-lifts-freeze-on-zamas-cusdc-contract-restoring-12-5m-usdc__166d0be9ad.html"", ""url"": ""https://www.cryptotimes.io/2026/06/02/court-lifts-freeze-on-zamas-cusdc-contract-restoring-12-5m-usdc/""}]",unadjudicated_risk_flag
circle-usdc-svb-policy-statement-2023,admitted,events/circle-usdc-svb-policy-statement-2023.yaml,4,asset_onchain,"[""absence_of_observed_action""]","No Circle on-chain freeze / blacklist / supply-control action occurred in response to the SVB cycle, so no asset_onchain surface was engaged and no observation remains on that layer. The policy statement is a peg-defense commitment, not an issuer freeze; the USDC ERC-20 contract continued to operate normally, with Circle pausing redemption / minting only over the weekend banking-closure window (2023-03-11 / 2023-03-12) and resuming Monday 2023-03-13 per the announced policy. The brief weekend redemption pause is operational / banking-rail-driven rather than a discretionary issuer censorship action. not_applicable on substrate-mismatch grounds: no discretionary on-chain issuer action fired, so there is no asset_onchain restriction surface to measure.","[{""url"": ""https://www.circle.com/pressroom/3-3-billion-of-usdc-reserve-risk-removed-dollar-de-peg-closes"", ""wayback"": ""https://web.archive.org/web/2023/https://www.circle.com/pressroom/3-3-billion-of-usdc-reserve-risk-removed-dollar-de-peg-closes""}, {""url"": ""https://www.circle.com/blog/an-update-on-usdc-and-silicon-valley-bank"", ""wayback"": ""https://web.archive.org/web/2023/https://www.circle.com/blog/an-update-on-usdc-and-silicon-valley-bank""}]",unadjudicated_risk_flag
cloudflare-ethereum-gateway-tornado-block-2022-08,admitted,events/cloudflare-ethereum-gateway-tornado-block-2022-08.yaml,1,l1_consensus,"[""missing_capture_or_anchor""]","Pre-Merge Ethereum (Paris was 2022-09-15, 34 days after this event); PBS relay-censorship infrastructure did not exist yet. The consensus-layer effect of the 2022-08-08 OFAC trigger is captured in the related event tornado-cash-ofac-2022 observations[l1] for the post-Merge window.","[{""url"": ""https://blog.cloudflare.com/cloudflare-ethereum-gateway/"", ""wayback"": ""https://web.archive.org/web/2022/https://blog.cloudflare.com/cloudflare-ethereum-gateway/""}, {""url"": ""https://www.cloudflare.com/transparency/"", ""wayback"": ""https://web.archive.org/web/2023/https://www.cloudflare.com/transparency/""}, {""url"": ""https://www.coindesk.com/tech/2022/08/17/tornado-cash-fallout-can-ethereum-be-censored"", ""wayback"": ""https://web.archive.org/web/2022/https://www.coindesk.com/tech/2022/08/17/tornado-cash-fallout-can-ethereum-be-censored""}, {""url"": ""https://torrentfreak.com/cloudflare-blocks-abusive-content-on-its-ethereum-gateway-231121/"", ""wayback"": ""https://web.archive.org/web/2023/https://torrentfreak.com/cloudflare-blocks-abusive-content-on-its-ethereum-gateway-231121/""}]",unadjudicated_risk_flag
coin-mx-doj-murgio-2015,admitted,events/coin-mx-doj-murgio-2015.yaml,3,l4_frontend,"[""absence_of_observed_action""]","No L4 frontend seizure or takedown banner is documented for coin.mx on 2015-07-21. The site went dark following the arrests without a DOJ-attributed L4 seizure banner. Recording the post-arrest disappearance as observed_change at L4 would conflate corporate shutdown with a DOJ takedown order, so L4 is not coded here.","[{""body_hash"": ""sha256:f7479ed2097ce55639b8d506a5c1ad9fee67a9e6fb1f3489d1fed9ec9411b750"", ""body_path"": ""sources/http_captures/coin-mx-doj-murgio-2015/primary/web.archive.org__web-20150725142739-https-www.justice.gov-usao-sdny-pr-manhattan-us-attorney-announces-charges-against-two-florida-men-operating-underground__f04043f73f.html"", ""url"": ""https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-charges-against-two-florida-men-operating-underground"", ""wayback"": ""https://web.archive.org/web/20150725142739/https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-charges-against-two-florida-men-operating-underground""}, {""body_hash"": ""sha256:a19d2017ad35b2f12785ac090514862b32e1ffe576c43c32ba734e05550ff47d"", ""body_path"": ""sources/http_captures/coin-mx-doj-murgio-2015/primary/web.archive.org__web-20170329203707-https-www.justice.gov-usao-sdny-pr-operator-unlawful-bitcoin-exchange-pleads-guilty-multimillion-dollar-money-laundering__60279e0cd1.html"", ""url"": ""https://www.justice.gov/usao-sdny/pr/operator-unlawful-bitcoin-exchange-pleads-guilty-multimillion-dollar-money-laundering"", ""wayback"": ""https://web.archive.org/web/20170329203707/https://www.justice.gov/usao-sdny/pr/operator-unlawful-bitcoin-exchange-pleads-guilty-multimillion-dollar-money-laundering""}, {""body_hash"": ""sha256:7b866d8e7e250f45348dbebda12c6b6e17a39eff340f2ba3f95de1623df2cb7d"", ""body_path"": ""sources/http_captures/coin-mx-doj-murgio-2015/primary/web.archive.org__web-20170628201601-https-www.justice.gov-usao-sdny-pr-operator-unlawful-bitcoin-exchange-sentenced-more-5-years-prison-leading-multimillion__f3a64c1893.html"", ""url"": ""https://www.justice.gov/usao-sdny/pr/operator-unlawful-bitcoin-exchange-sentenced-more-5-years-prison-leading-multimillion"", ""wayback"": ""https://web.archive.org/web/20170628201601/https://www.justice.gov/usao-sdny/pr/operator-unlawful-bitcoin-exchange-sentenced-more-5-years-prison-leading-multimillion""}]",unadjudicated_risk_flag
coinbase-irs-john-doe-summons-2016,admitted,events/coinbase-irs-john-doe-summons-2016.yaml,4,asset_onchain,"[""absence_of_observed_action""]","Bitcoin has no issuer admin-freeze surface, and the John Doe summons did not invoke any on-chain freeze or seizure mechanism. Out of scope.","[{""body_hash"": ""sha256:56a6392a45575f333467a199dcaa15db3a743f787022d6b6648fc84d4b19e335"", ""body_path"": ""sources/http_captures/coinbase-irs-john-doe-summons-2016/primary/web.archive.org__web-20161130232748-https-www.justice.gov-opa-pr-court-authorizes-service-john-doe-summons-seeking-identities-us-taxpayers-who-have-used__4d794ca699.html"", ""url"": ""https://www.justice.gov/opa/pr/court-authorizes-service-john-doe-summons-seeking-identities-us-taxpayers-who-have-used"", ""wayback"": ""https://web.archive.org/web/20161130232748/https://www.justice.gov/opa/pr/court-authorizes-service-john-doe-summons-seeking-identities-us-taxpayers-who-have-used""}, {""body_hash"": ""sha256:a513884b358ba15a001ca99fbc53366262a02904c73b7aed0eaca5cfed9a77f4"", ""body_path"": ""sources/http_captures/coinbase-irs-john-doe-summons-2016/primary/www.justice.gov__opa-pr-court-authorizes-service-john-doe-summons-seeking-identities-us-taxpayers-who-have-used__55518cad06.html"", ""url"": ""https://www.justice.gov/archives/opa/pr/court-authorizes-service-john-doe-summons-seeking-identities-us-taxpayers-who-have-used""}]",unadjudicated_risk_flag
consensys-metamask-infura-rpc-data-collection-2022-11,admitted,events/consensys-metamask-infura-rpc-data-collection-2022-11.yaml,3,l4_frontend,"[""absence_of_observed_action""]","No frontend-UI change is required or documented at the MetaMask wallet UI layer in response to the privacy-policy disclosure. The wallet UI continued to function unchanged; the disclosure is a textual transparency update rather than a UI behavior change. not_applicable on construct-not-engaged grounds in this null_event scope. (The MetaMask wallet UI is the downstream-default surface for Infura RPC requests, so the collection scope reaches MetaMask users via the L3 layer; the L4 surface itself does not change.)","[{""url"": ""https://consensys.io/privacy-policy"", ""wayback"": ""https://web.archive.org/web/2022/https://consensys.io/privacy-policy""}, {""body_hash"": ""sha256:9e7e1de2017082950f81267d77f69693828cc587d3b226ba018e6f039245c8fb"", ""body_path"": ""sources/http_captures/consensys-metamask-infura-rpc-data-collection-2022-11/primary/web.archive.org__web-20221124110546-https-www.theblock.co-post-189717-consensys-says-it-collects-ip-addresses-of-metamask-users-via-infura__bb63c07635.html"", ""url"": ""https://www.theblock.co/post/189717/consensys-says-it-collects-ip-addresses-of-metamask-users-via-infura"", ""wayback"": ""https://web.archive.org/web/20221124110546/https://www.theblock.co/post/189717/consensys-says-it-collects-ip-addresses-of-metamask-users-via-infura""}, {""url"": ""https://decrypt.co/115486/infura-collect-metamask-users-ip-ethereum-addresses-after-privacy-policy-update"", ""wayback"": ""https://web.archive.org/web/2022/https://decrypt.co/115486/infura-collect-metamask-users-ip-ethereum-addresses-after-privacy-policy-update""}, {""url"": ""https://cryptoslate.com/consensys-updates-policy-to-collect-metamask-ip-data/"", ""wayback"": ""https://web.archive.org/web/2022/https://cryptoslate.com/consensys-updates-policy-to-collect-metamask-ip-data/""}]",unadjudicated_risk_flag
cryptex-uaps-pm2btc-ivanov-shakhmametov-doj-2024,admitted,events/cryptex-uaps-pm2btc-ivanov-shakhmametov-doj-2024.yaml,4,asset_onchain,"[""missing_capture_or_anchor""]","The captured DOJ release references blockchain-traced flows but does not enumerate specific on-chain addresses, and no primary_onchain tx_hash is asserted; per §1.6 the asset_onchain floor is not invoked and the load-bearing effect is carried at l4_frontend / offramp_cex.","[{""body_hash"": ""sha256:c5c9eace590dee38f8593a4d597471e844caf7d670e914be663e5d0ff02f9213"", ""body_path"": ""sources/http_captures/cryptex-uaps-pm2btc-ivanov-shakhmametov-doj-2024/primary/web.archive.org__web-20240926000000-https-www.justice.gov-usao-edva-pr-two-russian-nationals-charged-connection-operating-billion-dollar-money-laundering__a7acbbf27a.html"", ""url"": ""https://www.justice.gov/usao-edva/pr/two-russian-nationals-charged-connection-operating-billion-dollar-money-laundering"", ""wayback"": ""https://web.archive.org/web/20240926181943/https://www.justice.gov/usao-edva/pr/two-russian-nationals-charged-connection-operating-billion-dollar-money-laundering""}]",unadjudicated_risk_flag
dkba-burma-scam-compound-ofac-2025-11,admitted,events/dkba-burma-scam-compound-ofac-2025-11.yaml,4,asset_onchain,"[""missing_capture_or_anchor""]","The SDN entries name the DKBA armed group, companies, and leaders rather than enumerating on-chain addresses; no asset-onchain freeze surface is attached to this designation in the captured page.","[{""body_hash"": ""sha256:f6fd7f18cb6c852c1119bb239c19f26ecda1a18a4fc7fd9b0c58dc9ea335b242"", ""body_path"": ""sources/http_captures/dkba-burma-scam-compound-ofac-2025-11/primary/web.archive.org__web-20251114001806-https-home.treasury.gov-news-press-releases-sb0312__c42392aa88.html"", ""url"": ""https://home.treasury.gov/news/press-releases/sb0312"", ""wayback"": ""https://web.archive.org/web/20251114001806/https://home.treasury.gov/news/press-releases/sb0312""}]",unadjudicated_risk_flag
dprk-it-workers-amnokgang-vietnam-2026,admitted,events/dprk-it-workers-amnokgang-vietnam-2026.yaml,4,asset_onchain,"[""missing_capture_or_anchor"", ""absence_of_observed_action""]",Named in the SDN action context but no captured primary_onchain freeze tx_hash; per codebook §1.6 no on-chain claim is made.,"[{""body_hash"": ""sha256:1e18e4907c119c46c94e08a12057bf0cadeedf2cda81237a6d57e0d245508a27"", ""body_path"": ""sources/http_captures/dprk-it-workers-amnokgang-vietnam-2026/source/home.treasury.gov__news-press-releases-sb0416__eff0c64d90.html"", ""url"": ""https://home.treasury.gov/news/press-releases/sb0416""}]",unadjudicated_risk_flag
dprk-song-kum-hyok-andariel-it-workers-2025,admitted,events/dprk-song-kum-hyok-andariel-it-workers-2025.yaml,4,asset_onchain,"[""missing_capture_or_anchor"", ""absence_of_observed_action""]",Named in the SDN action context but no captured primary_onchain freeze tx_hash; per codebook §1.6 no on-chain claim is made.,"[{""body_hash"": ""sha256:75523c8addc092280ea53d7c03a013968da1eb5d53cda561426f653f1735a018"", ""body_path"": ""sources/http_captures/dprk-song-kum-hyok-andariel-it-workers-2025/source/home.treasury.gov__news-press-releases-sb0190__7dbe6ea9ea.html"", ""url"": ""https://home.treasury.gov/news/press-releases/sb0190""}]",unadjudicated_risk_flag
dydx-tornado-account-block-2022-08,admitted,events/dydx-tornado-account-block-2022-08.yaml,1,l1_consensus,"[""missing_capture_or_anchor""]","Pre-Merge Ethereum (Paris was 2022-09-15, 35 days after this event); PBS relay-censorship infrastructure did not exist yet. Consensus-layer effects of the 2022-08-08 OFAC trigger are captured under tornado-cash-ofac-2022 observations[l1].","[{""url"": ""https://dydx.exchange/blog/tornado-cash-update"", ""wayback"": ""https://web.archive.org/web/2022/https://dydx.exchange/blog/tornado-cash-update""}, {""url"": ""https://www.coindesk.com/business/2022/08/11/crypto-exchange-dydx-blocked-accounts-that-received-even-small-amounts-from-tornado-cash"", ""wayback"": ""https://web.archive.org/web/2022/https://www.coindesk.com/business/2022/08/11/crypto-exchange-dydx-blocked-accounts-that-received-even-small-amounts-from-tornado-cash""}, {""url"": ""https://www.theblock.co/post/162928/dydx-confirms-blocking-user-accounts-tied-to-tornado-cash"", ""wayback"": ""https://web.archive.org/web/2022/https://www.theblock.co/post/162928/dydx-confirms-blocking-user-accounts-tied-to-tornado-cash""}, {""url"": ""https://cointelegraph.com/news/dydx-confirms-blocking-and-unblocking-some-accounts-linked-to-tornado-cash"", ""wayback"": ""https://web.archive.org/web/2022/https://cointelegraph.com/news/dydx-confirms-blocking-and-unblocking-some-accounts-linked-to-tornado-cash""}]",unadjudicated_risk_flag
