queue_id,event_id,bucket,audit_stage,human_audit_status,trigger_citation_count,trigger_replayable_anchor_count,primary_observation_source_count,primary_replayable_observation_source_count,trigger_url_hosts,packet_path,reviewer,reviewed_at,trigger_unit_confirmed,replayable_trigger_anchor_confirmed,observations_confirmed,scoped_claim_confirmed,decision,decision_reason
102,hongkong-sfc-vatp-licensing-2023-06,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.davispolk.com;www.sfc.hk,analysis/review_queue/packets/0102-hongkong-sfc-vatp-licensing-2023-06.md,,,,,,,,
103,huobi-htx-privacy-coin-delisting-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,cryptoslate.com;www.htx.com,analysis/review_queue/packets/0103-huobi-htx-privacy-coin-delisting-2024.md,,,,,,,,
106,iceland-cbi-foreign-exchange-bitcoin-2014,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,www.cb.is;www.loc.gov;www.sedlabanki.is,analysis/review_queue/packets/0106-iceland-cbi-foreign-exchange-bitcoin-2014.md,,,,,,,,
109,indonesia-bappebti-illegal-exchange-block-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,bappebti.go.id;inet.detik.com;kumparan.com,analysis/review_queue/packets/0109-indonesia-bappebti-illegal-exchange-block-2023.md,,,,,,,,
110,indonesia-bi-bitcoin-warning-2014,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,en.antaranews.com;www.bi.go.id,analysis/review_queue/packets/0110-indonesia-bi-bitcoin-warning-2014.md,,,,,,,,
112,infura-metamask-donetsk-luhansk-block-2022-03,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,2,2,consensys.net;decrypt.co;www.coindesk.com,analysis/review_queue/packets/0112-infura-metamask-donetsk-luhansk-block-2022-03.md,,,,,,,,
113,iran-cbi-crypto-banking-prohibition-2018,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,en.wikipedia.org;maint.loc.gov;www.ccn.com,analysis/review_queue/packets/0113-iran-cbi-crypto-banking-prohibition-2018.md,,,,,,,,
114,iran-government-mining-electricity-restriction-2021,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,fortune.com;www.aljazeera.com;www.cnbc.com;www.mehrnews.com,analysis/review_queue/packets/0114-iran-government-mining-electricity-restriction-2021.md,,,,,,,,
117,israel-nbctf-hamas-crypto-addresses-2021,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,www.chainalysis.com;www.merklescience.com;www.theblock.co,analysis/review_queue/packets/0117-israel-nbctf-hamas-crypto-addresses-2021.md,,,,,,,,
118,japan-fsa-binance-sakura-acquisition-2022-11,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,decrypt.co;www.binance.com;www.coindesk.com,analysis/review_queue/packets/0118-japan-fsa-binance-sakura-acquisition-2022-11.md,,,,,,,,
119,japan-fsa-binance-warning-2018,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,www.fsa.go.jp,analysis/review_queue/packets/0119-japan-fsa-binance-warning-2018.md,,,,,,,,
121,japan-fsa-dmm-bitcoin-order-2024-09,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,securityaffairs.com;www.fsa.go.jp;www.regulationasia.com,analysis/review_queue/packets/0121-japan-fsa-dmm-bitcoin-order-2024-09.md,,,,,,,,
122,japan-fsa-ftx-japan-suspension-2022-11,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,2,2,www.fsa.go.jp,analysis/review_queue/packets/0122-japan-fsa-ftx-japan-suspension-2022-11.md,,,,,,,,
123,japan-fsa-six-exchange-orders-2018-06,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,cointelegraph.com;www.coindesk.com;www.fsa.go.jp,analysis/review_queue/packets/0123-japan-fsa-six-exchange-orders-2018-06.md,,,,,,,,
124,japan-fsa-stablecoin-psa-effective-2023-06,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,cryptoforinnovation.org;news.bitcoin.com;www.fsa.go.jp,analysis/review_queue/packets/0124-japan-fsa-stablecoin-psa-effective-2023-06.md,,,,,,,,
125,japan-fsa-travel-rule-effective-2023-06,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,1,1,1,www.fsa.go.jp,analysis/review_queue/packets/0125-japan-fsa-travel-rule-effective-2023-06.md,,,,,,,,
126,japan-fsa-zaif-orders-2018-09,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,www.fsa.go.jp,analysis/review_queue/packets/0126-japan-fsa-zaif-orders-2018-09.md,,,,,,,,
127,karpeles-arrest-tokyo-mtgox-2015,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,www.cnn.com;www.nbcnews.com;www.reuters.com,analysis/review_queue/packets/0127-karpeles-arrest-tokyo-mtgox-2015.md,,,,,,,,
128,kazakhstan-digital-assets-law-2023-02,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,adilet.zan.kz;www.loc.gov;www.morganlewis.com,analysis/review_queue/packets/0128-kazakhstan-digital-assets-law-2023-02.md,,,,,,,,
129,kazakhstan-internet-shutdown-mining-2022-01,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,blog.cloudflare.com;netblocks.org;www.cnbc.com;www.coindesk.com,analysis/review_queue/packets/0129-kazakhstan-internet-shutdown-mining-2022-01.md,,,,,,,,
130,kingdom-trust-fincen-2021,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.fincen.gov,analysis/review_queue/packets/0130-kingdom-trust-fincen-2021.md,,,,,,,,
132,korea-fsc-institutional-restriction-2017,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.fsc.go.kr;www.welivesecurity.com,analysis/review_queue/packets/0132-korea-fsc-institutional-restriction-2017.md,,,,,,,,
134,kraken-monero-eu-delisting-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,support.kraken.com,analysis/review_queue/packets/0134-kraken-monero-eu-delisting-2024.md,,,,,,,,
137,kraken-uk-derivatives-exit-2021,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,2,2,support.kraken.com,analysis/review_queue/packets/0137-kraken-uk-derivatives-exit-2021.md,,,,,,,,
138,kucoin-canada-exit-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,2,2,www.kucoin.com;www.osc.ca,analysis/review_queue/packets/0138-kucoin-canada-exit-2023.md,,,,,,,,
140,kucoin-netherlands-exit-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,2,2,www.dnb.nl;www.kucoin.com,analysis/review_queue/packets/0140-kucoin-netherlands-exit-2023.md,,,,,,,,
143,liberty-reserve-costa-rica-license-denial-2011-03,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,en.wikipedia.org;ticotimes.net;www.justice.gov,analysis/review_queue/packets/0143-liberty-reserve-costa-rica-license-denial-2011-03.md,,,,,,,,
146,makerdao-emergency-shutdown-contingency-2022-08,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,6,6,2,2,cryptoslate.com;decrypt.co;forum.makerdao.com;thedefiant.io;www.coindesk.com,analysis/review_queue/packets/0146-makerdao-emergency-shutdown-contingency-2022-08.md,,,,,,,,
149,metamask-eth-phishing-detect-tornado-additions-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,davidgerard.co.uk;github.com;www.coindesk.com,analysis/review_queue/packets/0149-metamask-eth-phishing-detect-tornado-additions-2022.md,,,,,,,,
150,metamask-snaps-region-restrictions-2023-09,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,5,5,2,2,bitcoinist.com;github.com;metamask.io;www.cryptotimes.io,analysis/review_queue/packets/0150-metamask-snaps-region-restrictions-2023-09.md,,,,,,,,
151,mica-l2-esma-eba-rts-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,3,3,www.esma.europa.eu,analysis/review_queue/packets/0151-mica-l2-esma-eba-rts-2024.md,,,,,,,,
152,mtgox-bankruptcy-tokyo-2014,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,3,3,www.bloomberg.com;www.mtgox.com;www.npr.org,analysis/review_queue/packets/0152-mtgox-bankruptcy-tokyo-2014.md,,,,,,,,
153,mtgox-coinlab-civil-2013,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,dockets.justia.com;www.coindesk.com;www.courtlistener.com;www.geekwire.com,analysis/review_queue/packets/0153-mtgox-coinlab-civil-2013.md,,,,,,,,
154,mtgox-dhs-dwolla-wells-fargo-seizure-2013,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,techcrunch.com;thegenesisblock.com;www.justice.gov,analysis/review_queue/packets/0154-mtgox-dhs-dwolla-wells-fargo-seizure-2013.md,,,,,,,,
155,mtgox-june-2011-hack-trading-suspension,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,blockonomi.com;en.wikipedia.org;mtgox.com,analysis/review_queue/packets/0155-mtgox-june-2011-hack-trading-suspension.md,,,,,,,,
156,mtgox-mizuho-wire-pressure-2012,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,en.wikipedia.org;www.bilzin.com;www.govinfo.gov,analysis/review_queue/packets/0156-mtgox-mizuho-wire-pressure-2012.md,,,,,,,,
157,mtgox-usd-withdrawal-suspension-2013-06,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.coindesk.com;www.mtgox.com,analysis/review_queue/packets/0157-mtgox-usd-withdrawal-suspension-2013-06.md,,,,,,,,
161,nydfs-bitlicense-bitfinex-kraken-shapeshift-exit-2015,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,www.dfs.ny.gov,analysis/review_queue/packets/0161-nydfs-bitlicense-bitfinex-kraken-shapeshift-exit-2015.md,,,,,,,,
162,oasis-app-wormhole-counter-exploit-2023-02,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,2,2,blockworks.co;blog.oasis.app;cointelegraph.com;www.coindesk.com,analysis/review_queue/packets/0162-oasis-app-wormhole-counter-exploit-2023-02.md,,,,,,,,
164,ofac-dprk-it-worker-sim-hyon-sop-2023-04,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,home.treasury.gov;ofac.treasury.gov;www.federalregister.gov,analysis/review_queue/packets/0164-ofac-dprk-it-worker-sim-hyon-sop-2023-04.md,,,,,,,,
165,ofac-hamas-buy-cash-msb-2023-10,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,home.treasury.gov;ofac.treasury.gov;www.trmlabs.com,analysis/review_queue/packets/0165-ofac-hamas-buy-cash-msb-2023-10.md,,,,,,,,
166,ofac-hamas-gaza-now-2024-03,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,5,5,1,1,home.treasury.gov;ofac.treasury.gov;www.chainalysis.com;www.coindesk.com;www.elliptic.co,analysis/review_queue/packets/0166-ofac-hamas-gaza-now-2024-03.md,,,,,,,,
167,ofac-hamas-irgc-virtual-currency-network-2024-01,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,2,2,home.treasury.gov;www.chainalysis.com,analysis/review_queue/packets/0167-ofac-hamas-irgc-virtual-currency-network-2024-01.md,,,,,,,,
168,ofac-houthi-al-jamal-crypto-refresh-2024-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,home.treasury.gov;www.chainalysis.com;www.trmlabs.com,analysis/review_queue/packets/0168-ofac-houthi-al-jamal-crypto-refresh-2024-12.md,,,,,,,,
169,ofac-recent-action-20240111,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,ofac.treasury.gov,analysis/review_queue/packets/0169-ofac-recent-action-20240111.md,,,,,,,,
170,ofac-trickbot-conti-eleven-2023-09,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,3,3,home.treasury.gov;www.bleepingcomputer.com;www.justice.gov;www.nationalcrimeagency.gov.uk,analysis/review_queue/packets/0170-ofac-trickbot-conti-eleven-2023-09.md,,,,,,,,
171,ofac-zhdanova-russian-elite-launderer-2023-11,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,home.treasury.gov;ofac.treasury.gov;www.chainalysis.com;www.elliptic.co,analysis/review_queue/packets/0171-ofac-zhdanova-russian-elite-launderer-2023-11.md,,,,,,,,
172,okx-monero-global-delisting-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,www.okx.com,analysis/review_queue/packets/0172-okx-monero-global-delisting-2024.md,,,,,,,,
174,opensea-iran-cuba-sanctions-block-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,2,2,opensea.io,analysis/review_queue/packets/0174-opensea-iran-cuba-sanctions-block-2022.md,,,,,,,,
175,paxos-busd-nydfs-minting-stop-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,4,4,paxos.com;www.dfs.ny.gov,analysis/review_queue/packets/0175-paxos-busd-nydfs-minting-stop-2023.md,,,,,,,,
176,pecunix-bullion-transfer-2008,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,en-academic.com;en.wikipedia.org;themonetaryfuture.blogspot.com,analysis/review_queue/packets/0176-pecunix-bullion-transfer-2008.md,,,,,,,,
178,philippines-sec-binance-block-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,3,3,www.gmanetwork.com;www.sec.gov.ph,analysis/review_queue/packets/0178-philippines-sec-binance-block-2024.md,,,,,,,,
179,polymarket-cftc-geofence-2022-01,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,www.cftc.gov,analysis/review_queue/packets/0179-polymarket-cftc-geofence-2022-01.md,,,,,,,,
180,polynonce-bittrex-fincen-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,www.cnbc.com;www.fincen.gov,analysis/review_queue/packets/0180-polynonce-bittrex-fincen-2022.md,,,,,,,,
182,pump-fun-uk-fca-geofence-2024-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,5,5,1,1,cryptoslate.com;pump.fun;www.cryptotimes.io;www.fca.org.uk;www.theblock.co,analysis/review_queue/packets/0182-pump-fun-uk-fca-geofence-2024-12.md,,,,,,,,
183,ren-protocol-shutdown-alameda-ftx-2022-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,cointelegraph.com;crypto.news;www.theblock.co,analysis/review_queue/packets/0183-ren-protocol-shutdown-alameda-ftx-2022-12.md,,,,,,,,
185,russia-cbr-bitcoin-information-letter-2014,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.cbr.ru;www.loc.gov,analysis/review_queue/packets/0185-russia-cbr-bitcoin-information-letter-2014.md,,,,,,,,
186,russia-cbr-crypto-payment-ban-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,www.aljazeera.com;www.cbr.ru;www.coindesk.com,analysis/review_queue/packets/0186-russia-cbr-crypto-payment-ban-2022.md,,,,,,,,
187,russia-dfa-law-2020,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,eurasiangroup.org;www.crowdfundinsider.com;www.loc.gov,analysis/review_queue/packets/0187-russia-dfa-law-2020.md,,,,,,,,
189,russia-mining-legalization-law-2024-08,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,bitcoinmagazine.com;interfax.com;tass.com,analysis/review_queue/packets/0189-russia-mining-legalization-law-2024-08.md,,,,,,,,
190,russia-mining-regional-ban-2024-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,government.ru;meduza.io;www.coindesk.com,analysis/review_queue/packets/0190-russia-mining-regional-ban-2024-12.md,,,,,,,,
191,russia-rosfinmonitoring-binance-russia-rails-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,www.binance.com;www.coindesk.com;www.reuters.com,analysis/review_queue/packets/0191-russia-rosfinmonitoring-binance-russia-rails-2022.md,,,,,,,,
194,salame-ftx-campaign-finance-doj-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,content.govdelivery.com;www.justice.gov,analysis/review_queue/packets/0194-salame-ftx-campaign-finance-doj-2023.md,,,,,,,,
198,sec-garza-gaw-miners-zenminer-2015,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,www.sec.gov,analysis/review_queue/packets/0198-sec-garza-gaw-miners-zenminer-2015.md,,,,,,,,
203,sec-v-coinbase-staking-wells-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,decrypt.co;www.coindesk.com;www.sec.gov,analysis/review_queue/packets/0203-sec-v-coinbase-staking-wells-2023.md,,,,,,,,
204,sec-v-ftx-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.sec.gov,analysis/review_queue/packets/0204-sec-v-ftx-2022.md,,,,,,,,
216,singapore-mas-retail-crypto-restriction-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,2,2,www.mas.gov.sg,analysis/review_queue/packets/0216-singapore-mas-retail-crypto-restriction-2022.md,,,,,,,,
217,south-africa-fsca-crypto-financial-product-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.cliffedekkerhofmeyr.com;www.fsca.co.za,analysis/review_queue/packets/0217-south-africa-fsca-crypto-financial-product-2022.md,,,,,,,,
220,switzerland-finma-tezos-zg-2018,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.finma.ch;www.reuters.com,analysis/review_queue/packets/0220-switzerland-finma-tezos-zg-2018.md,,,,,,,,
224,tether-pig-butchering-second-wave-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,crypto.news;www.chainalysis.com,analysis/review_queue/packets/0224-tether-pig-butchering-second-wave-2024.md,,,,,,,,
226,tether-tron-philippines-pdea-freeze-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,0,0,newsbytes.ph;www.pna.gov.ph,analysis/review_queue/packets/0226-tether-tron-philippines-pdea-freeze-2024.md,,,,,,,,
227,thailand-bot-bitcoin-prohibition-2013,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,bitcoin.co.th;reason.com;www.bangkokpost.com;www.coindesk.com,analysis/review_queue/packets/0227-thailand-bot-bitcoin-prohibition-2013.md,,,,,,,,
228,thailand-sec-binance-bybit-c-and-d-2021,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,www.sec.or.th,analysis/review_queue/packets/0228-thailand-sec-binance-bybit-c-and-d-2021.md,,,,,,,,
229,tornado-cash-frontend-tornado-cash-eth-block-2022-04,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,chainbulletin.com;cryptopotato.com;twitter.com;www.coindesk.com,analysis/review_queue/packets/0229-tornado-cash-frontend-tornado-cash-eth-block-2022-04.md,,,,,,,,
230,tornado-cash-github-takedown-2022-08,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,2,2,cointelegraph.com;www.eff.org;www.theregister.com;www.virtualcurrencyreport.com,analysis/review_queue/packets/0230-tornado-cash-github-takedown-2022-08.md,,,,,,,,
234,tornado-cash-pertsev-doj-indictment-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,2,2,1,1,www.justice.gov;www.lawfaremedia.org,analysis/review_queue/packets/0234-tornado-cash-pertsev-doj-indictment-2023.md,,,,,,,,
236,tornado-cash-tornadocash-org-seizure-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,alexbobes.medium.com;federal-lawyer.com;www.coindesk.com;www.eff.org,analysis/review_queue/packets/0236-tornado-cash-tornadocash-org-seizure-2022.md,,,,,,,,
237,trustwallet-sanctioned-token-ui-update-2022,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,trustwallet.com,analysis/review_queue/packets/0237-trustwallet-sanctioned-token-ui-update-2022.md,,,,,,,,
239,turkey-cmb-casp-licensing-law-7518-2024,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,kesikli.com;www.resmigazete.gov.tr,analysis/review_queue/packets/0239-turkey-cmb-casp-licensing-law-7518-2024.md,,,,,,,,
240,uae-vara-licence-issuance-regime-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,cms-lawnow.com;mediaoffice.ae;www.clydeco.com;www.vara.ae,analysis/review_queue/packets/0240-uae-vara-licence-issuance-regime-2023.md,,,,,,,,
242,uk-fca-crypto-promotion-rule-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,3,3,www.fca.org.uk,analysis/review_queue/packets/0242-uk-fca-crypto-promotion-rule-2023.md,,,,,,,,
243,uk-hmrc-bitcoin-vat-brief-09-14-2014,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,bitcoinmagazine.com;www.gov.uk;www.taxjournal.com,analysis/review_queue/packets/0243-uk-hmrc-bitcoin-vat-brief-09-14-2014.md,,,,,,,,
244,ukraine-virtual-assets-law-2022-03,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,2,2,www.coindesk.com;www.elliptic.co;www.president.gov.ua,analysis/review_queue/packets/0244-ukraine-virtual-assets-law-2022-03.md,,,,,,,,
245,uniswap-balancer-tornado-frontend-block-2022-08,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,blockworks.co;thedefiant.io;www.coindesk.com;www.theblock.co,analysis/review_queue/packets/0245-uniswap-balancer-tornado-frontend-block-2022-08.md,,,,,,,,
247,uniswap-token-list-curation-default-2021,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,1,1,app.uniswap.org,analysis/review_queue/packets/0247-uniswap-token-list-curation-default-2021.md,,,,,,,,
248,uniswap-tokenized-stocks-delisting-2021-07,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,1,1,2,2,app.uniswap.org,analysis/review_queue/packets/0248-uniswap-tokenized-stocks-delisting-2021-07.md,,,,,,,,
249,unsc-resolution-2371-dprk-crypto-2017,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,main.un.org;www.armscontrol.org;www.un.org,analysis/review_queue/packets/0249-unsc-resolution-2371-dprk-crypto-2017.md,,,,,,,,
250,uzbekistan-napp-vasp-licensing-2022-07,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,manimama.eu;napp.uz;www.lexology.com,analysis/review_queue/packets/0250-uzbekistan-napp-vasp-licensing-2022-07.md,,,,,,,,
251,voyager-bankruptcy-doj-objection-2023,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,cases.stretto.com;cointelegraph.com;www.coindesk.com,analysis/review_queue/packets/0251-voyager-bankruptcy-doj-objection-2023.md,,,,,,,,
253,wikileaks-amazon-aws-eviction-2010-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,aws.amazon.com;www.cnn.com;www.theregister.com,analysis/review_queue/packets/0253-wikileaks-amazon-aws-eviction-2010-12.md,,,,,,,,
254,wikileaks-bank-of-america-block-2010-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,6,6,1,1,newsroom.bankofamerica.com;wikileaks.org;www.aljazeera.com;www.cbsnews.com;www.nbcnews.com;www.reuters.com,analysis/review_queue/packets/0254-wikileaks-bank-of-america-block-2010-12.md,,,,,,,,
255,wikileaks-everydns-domain-termination-2010-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,everydns.com;thenextweb.com;www.theregister.com,analysis/review_queue/packets/0255-wikileaks-everydns-domain-termination-2010-12.md,,,,,,,,
256,wikileaks-mastercard-suspension-2010-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,3,3,1,1,money.cnn.com;wikileaks.org;www.mastercard.com,analysis/review_queue/packets/0256-wikileaks-mastercard-suspension-2010-12.md,,,,,,,,
257,wikileaks-paypal-freeze-2010-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,4,4,1,1,techcrunch.com;www.bloomberg.com;www.cnn.com;www.thepaypalblog.com,analysis/review_queue/packets/0257-wikileaks-paypal-freeze-2010-12.md,,,,,,,,
258,wikileaks-postfinance-account-closure-2010-12,legacy_draft_promotion_review,llm_prescreen_repaired_awaiting_human_audit,awaiting_human_audit,5,5,1,1,www.aljazeera.com;www.bloomberg.com;www.france24.com;www.postfinance.ch;www.swissinfo.ch,analysis/review_queue/packets/0258-wikileaks-postfinance-account-closure-2010-12.md,,,,,,,,
