canonical_action_id,row_count,duplicate_row_count,event_count,event_ids,layers,canonical_event_id,canonical_layer,canonical_actor,canonical_event,canonical_timestamp
tether-dprk-precommit-freeze-2025:0:asset_onchain:tether_usdt_issuer:batch_freeze_dprk_cluster_pre_ofac_designation,1,0,1,tether-dprk-precommit-freeze-2025,asset_onchain,tether-dprk-precommit-freeze-2025,asset_onchain,tether_usdt_issuer,batch_freeze_dprk_cluster_pre_ofac_designation,2025-04-30 07:05:00+00:00
tether-retroactive-sweep-2023:0:asset_onchain:tether_usdt_issuer:retroactive_batch_freeze_historical_sdn_eth_cluster,1,0,1,tether-retroactive-sweep-2023,asset_onchain,tether-retroactive-sweep-2023,asset_onchain,tether_usdt_issuer,retroactive_batch_freeze_historical_sdn_eth_cluster,2023-12-09 04:30:00+00:00
tornado-cash-ofac-2022:0:l1_consensus:pbs_relay_ecosystem_aggregate:ofac_compliant_relay_share_rises_post_merge,1,0,1,tornado-cash-ofac-2022,l1_consensus,tornado-cash-ofac-2022,l1_consensus,pbs_relay_ecosystem_aggregate,ofac_compliant_relay_share_rises_post_merge,2022-09-16 00:00:00+00:00
tornado-cash-ofac-2022:1:l3_rpc:flashbots_rpc_endpoint:ofac_blacklist_addition_of_tornado_pool_addresses,1,0,1,tornado-cash-ofac-2022,l3_rpc,tornado-cash-ofac-2022,l3_rpc,flashbots_rpc_endpoint,ofac_blacklist_addition_of_tornado_pool_addresses,2022-08-08 16:20:50+00:00
tornado-cash-ofac-2022:3:l4_frontend:frontend:tornado_cash_ui:ui_unavailable,1,0,1,tornado-cash-ofac-2022,l4_frontend,tornado-cash-ofac-2022,l4_frontend,frontend:tornado_cash_ui,ui_unavailable,2022-08-09 12:00:00+00:00
tornado-cash-ofac-2022:4:offramp_cex:exchange:dydx:accounts_flagged_and_close_only_mode,1,0,1,tornado-cash-ofac-2022,offramp_cex,tornado-cash-ofac-2022,offramp_cex,exchange:dydx,accounts_flagged_and_close_only_mode,2022-08-10 00:00:00+00:00
tornado-cash-ofac-delisting-2025:0:l4_frontend:frontend:community_and_protocol_UIs:access_or_listing_reemerges,1,0,1,tornado-cash-ofac-delisting-2025,l4_frontend,tornado-cash-ofac-delisting-2025,l4_frontend,frontend:community_and_protocol_UIs,access_or_listing_reemerges,2025-03-25 14:31:33+00:00
tornado-cash-ofac-delisting-2025:1:asset_onchain:circle_usdc:address_unblacklisted,1,0,1,tornado-cash-ofac-delisting-2025,asset_onchain,tornado-cash-ofac-delisting-2025,asset_onchain,circle_usdc,address_unblacklisted,2025-03-22 01:22:00+00:00
tornado-cash-ofac-delisting-2025:2:l3_rpc:flashbots_rpc_endpoint:ofac_blacklist_deletion,1,0,1,tornado-cash-ofac-delisting-2025,l3_rpc,tornado-cash-ofac-delisting-2025,l3_rpc,flashbots_rpc_endpoint,ofac_blacklist_deletion,2025-04-01 19:28:21+00:00
tornado-cash-ofac-delisting-2025:3:l1_consensus:pbs_relay_ecosystem_aggregate:censoring_relay_share_dropped_post_delisting,1,0,1,tornado-cash-ofac-delisting-2025,l1_consensus,tornado-cash-ofac-delisting-2025,l1_consensus,pbs_relay_ecosystem_aggregate,censoring_relay_share_dropped_post_delisting,2025-03-21 00:00:00+00:00
tornado-cash-ofac-redesignation-2022:0:asset_onchain:tether_usdt_issuer:tether_froze_one_of_92_tornado_addresses_in_retroactive_sweep,1,0,1,tornado-cash-ofac-redesignation-2022,asset_onchain,tornado-cash-ofac-redesignation-2022,asset_onchain,tether_usdt_issuer,tether_froze_one_of_92_tornado_addresses_in_retroactive_sweep,2023-12-09 05:18:00+00:00
turkey-cbrt-crypto-ban-2021:0:offramp_cex:turkish_payment_ecosystem:try_payment_rail_to_crypto_severed,1,0,1,turkey-cbrt-crypto-ban-2021,offramp_cex,turkey-cbrt-crypto-ban-2021,offramp_cex,turkish_payment_ecosystem,try_payment_rail_to_crypto_severed,2021-04-30 00:00:00+00:00
uk-fca-binance-markets-2021:0:offramp_cex:uk_retail_banking_ecosystem:gbp_payment_rails_to_binance_severed_class_wide,1,0,1,uk-fca-binance-markets-2021,offramp_cex,uk-fca-binance-markets-2021,offramp_cex,uk_retail_banking_ecosystem,gbp_payment_rails_to_binance_severed_class_wide,2021-07-05 00:00:00+00:00
uk-fca-binance-markets-2021:1:l4_frontend:frontend:binance_com_en_uk_geo:uk_geo_specific_restriction_banners_posted,1,0,1,uk-fca-binance-markets-2021,l4_frontend,uk-fca-binance-markets-2021,l4_frontend,frontend:binance_com_en_uk_geo,uk_geo_specific_restriction_banners_posted,2021-06-27 00:00:00+00:00
uniswap-frontend-delisting-2023:0:l4_frontend:frontend:uniswap_labs:uniswap_labs_restricted_100_plus_tokens_from_frontend_ui,1,0,1,uniswap-frontend-delisting-2023,l4_frontend,uniswap-frontend-delisting-2023,l4_frontend,frontend:uniswap_labs,uniswap_labs_restricted_100_plus_tokens_from_frontend_ui,2023-07-21 00:00:00+00:00
