id	date	actor	jurisdiction	stratum	layer	one_line	source_url_1	source_url_2	confidence	in_corpus
ofac-roman-semenov-cyber-designation-removal-2025-03	2025-03-21	us_ofac	US	S2_ofac_removal	asset_onchain	OFAC 2025-03-21 Semenov row is a list-entry authority-tag change from DPRK3+CYBER2 to DPRK3 only. The individual and his eight ETH addresses remained designated, so there was no independent sanctions removal, address delisting, service restoration, or reverse-cascade distinct from tornado-cash-ofac-delisting-2025 and semenov-ofac-2023.	https://ofac.treasury.gov/recent-actions/20250321	https://www.coindesk.com/policy/2025/04/05/why-ofac-delisted-tornado-cash	REVIEWED-excluded-admin-tag-change-no-independent-access-change-per-codebook-9;related-semenov-ofac-2023-and-tornado-cash-ofac-delisting-2025	false
centra-tech-doj-sdny-2018	2018-05-23	us_doj_sdny	US	S3_doj_sec_cftc_fiod	asset_onchain	Centra Tech prosecution candidate is excluded under codebook §9 as a fraud/ICO-scam prosecution of an inherently illegitimate scheme, not censorship of a legitimate crypto platform, asset, or user.	https://www.justice.gov/usao-sdny/pr/leading-co-founder-cryptocurrency-company-sentenced-8-years-prison-ico-fraud-scheme	-	REVIEWED-excluded-fraud-scam-prosecution-per-codebook-9	false
bitconnect-kumbhani-doj-2022	2022-02-25	us_doj_sdca	US	S3_doj_sec_cftc_fiod	asset_onchain	BitConnect founder indictment candidate is excluded under codebook §9 as a Ponzi/fraud prosecution of an inherently illegitimate scheme, not censorship of a legitimate crypto platform, asset, or user.	https://www.justice.gov/archives/opa/pr/bitconnect-founder-indicted-global-24-billion-cryptocurrency-scheme	https://www.justice.gov/usao-sdca/pr/founder-fraudulent-cryptocurrency-charged-2-billion-bitconnect-ponzi-scheme	REVIEWED-excluded-ponzi-fraud-prosecution-per-codebook-9	false
mtgox-chapter-15-us-bankruptcy-recognition-dallas-2014-06	2014-06-17	us_bankruptcy_court	US	S3_doj_sec_cftc_fiod	offramp_cex	Mt. Gox Chapter 15 recognition candidate is excluded under codebook §9 as bankruptcy/insolvency administration following platform failure; the stay protected estate administration and did not itself deny service to a legitimate crypto platform or impose a censorship action.	https://www.abi.org/feed-item/mtgox-chapter-15-case-brings-japanese-insolvency-proceeding-and-bitcoin-drama-to-dallas	https://www.cnbc.com/2014/06/18/bitcoins-mtgox-gets-us-bankruptcy-protection.html	REVIEWED-excluded-platform-failure-bankruptcy-administration-per-codebook-9	false
kenya-cbk-virtual-currency-public-notice-2015-12	2015-12-18	cbk_kenya	KE	S4_nation_state	offramp_cex	CBK public-notice candidate is consolidated into the admitted Kenya CBK Banking Circular No. 14 event; the in-scope action is the standing circular barring regulated banks/MFIs from opening accounts for virtual-currency dealers, while the standalone public notice is advisory context.	https://www.centralbank.go.ke/images/docs/media/Public_Notice_on_virtual_currencies_such_as_Bitcoin.pdf	https://blockchain.bakermckenzie.com/2025/01/14/the-evolution-of-cryptocurrency-regulation-in-kenya-from-opposition-to-legalization/	high-verified-corpus-dedup;COVERED-by-kenya-cbk-virtual-currency-circular-2015-12	true
kenya-cbk-virtual-currency-notice-2015-12	2015-12-18	cbk_kenya	KE	S4_nation_state	offramp_cex	CBK virtual-currency-notice candidate is the same Kenya 2015 banking-rail cut-off already admitted as kenya-cbk-virtual-currency-circular-2015-12; retained here only to close the alternate census slug.	https://www.centralbank.go.ke/images/docs/media/Public_Notice_on_virtual_currencies_such_as_Bitcoin.pdf	-	high-verified-corpus-dedup;COVERED-by-kenya-cbk-virtual-currency-circular-2015-12	true
nepal-nrb-crypto-ban-2017-and-government-expansion-2021-09	2021-09-09	nrb_nepal	NP	S4_nation_state	offramp_cex	Combined Nepal candidate spans the 2017 Bitcoin illegality/arrest wave and the 2021 broader use/trading/mining prohibition; those components are already represented by nepal-nrb-bitcoin-ban-2017-08 and nepal-nrb-comprehensive-crypto-ban-2021-09.	https://freemanlaw.com/cryptocurrency/nepal/	https://www.lightspark.com/knowledge/is-crypto-legal-in-nepal	medium-verified-corpus-dedup;COVERED-by-nepal-nrb-bitcoin-ban-2017-08-and-nepal-nrb-comprehensive-crypto-ban-2021-09	true
nepal-nrb-crypto-ban-expansion-2021-09	2021-09-09	nrb_nepal	NP	S4_nation_state	offramp_cex	Nepal 2021 expansion candidate is already covered by the admitted nepal-nrb-comprehensive-crypto-ban-2021-09 row, which models the broadened prohibition on crypto use/trading/mining.	https://freemanlaw.com/cryptocurrency/nepal/	-	medium-verified-corpus-dedup;COVERED-by-nepal-nrb-comprehensive-crypto-ban-2021-09	true
pakistan-sbp-crypto-banking-prohibition-2018-04	2018-04-06	sbp_pakistan	PK	S4_nation_state	offramp_cex	Pakistan SBP banking-prohibition candidate is already covered by admitted pakistan-sbp-crypto-prohibition-2018-04, based on BPRD Circular No. 03 of 2018 barring banks/DFIs/MFBs/PSOs/PSPs from facilitating virtual-currency transactions.	https://www.sbp.org.pk/bprd/2018/C3.htm	https://www.sbp.org.pk/warnings/pdf/2018/PBNT-VC.pdf	high-verified-primary;COVERED-by-pakistan-sbp-crypto-prohibition-2018-04	true
pakistan-sbp-crypto-prohibition-circular-2018-04	2018-04-06	sbp_pakistan	PK	S4_nation_state	offramp_cex	Pakistan Circular No. 3 candidate is the same SBP 2018 banking-rail prohibition already admitted as pakistan-sbp-crypto-prohibition-2018-04.	https://www.sbp.org.pk/bprd/2018/C3.htm	https://www.aa.com.tr/en/asia-pacific/pakistan-moves-against-illegal-cryptocurrency-services-transactions/2899606	high-verified-primary;COVERED-by-pakistan-sbp-crypto-prohibition-2018-04	true
qatar-qcb-circular-6-and-qfcra-virtual-asset-ban-2020-12	2019-12-26	qatar_qcb_qfcra	QA	S4_nation_state	offramp_cex	Qatar combined QCB/QFCRA candidate is semantically covered by qatar-qcb-qfcra-virtual-asset-ban-2019-12; corpus verification corrected the candidate-led 2020-12-26 date to the QFCRA Alert date 2019-12-26 while preserving the same QFC virtual-asset-service prohibition.	https://www.theblock.co/linked/52087/qatar-bans-crypto-trading-report	https://blogs.loc.gov/law/2025/01/regulation-of-cryptocurrencies-in-the-gulf-cooperation-council-gcc-countries-part-two/	high-verified-date-corrected;COVERED-by-qatar-qcb-qfcra-virtual-asset-ban-2019-12	true
qatar-qcb-qfcra-virtual-asset-ban-2020-12	2019-12-26	qatar_qcb_qfcra	QA	S4_nation_state	offramp_cex	Qatar QCB/QFCRA virtual-asset-ban candidate is the same QFC virtual-asset-service prohibition already admitted as qatar-qcb-qfcra-virtual-asset-ban-2019-12; corpus verification corrected the lead date from 2020-12-26 to 2019-12-26.	https://www.theblock.co/linked/52087/qatar-bans-crypto-trading-report	-	high-verified-date-corrected;COVERED-by-qatar-qcb-qfcra-virtual-asset-ban-2019-12	true
egypt-cbe-warning-and-banking-law-194-2020	2020-09-15	cbe_egypt	EG	S4_nation_state	offramp_cex	Egypt warning-plus-law candidate is already represented by admitted egypt-cbe-banking-law-194-2020; the operative in-scope restriction is Law 194/2020 Article 206's prohibition on unlicensed crypto issuance, trading, promotion, and platform operation.	https://freemanlaw.com/cryptocurrency/egypt/	https://cointelegraph.com/learn/articles/crypto-regulations-in-egypt	medium-verified-corpus-dedup;COVERED-by-egypt-cbe-banking-law-194-2020	true
egypt-cbe-banking-law-194-prohibition-2020	2020-09-15	cbe_egypt	EG	S4_nation_state	offramp_cex	Egypt Banking Law 194/2020 prohibition candidate is already covered by admitted egypt-cbe-banking-law-194-2020.	https://freemanlaw.com/cryptocurrency/egypt/	-	medium-verified-corpus-dedup;COVERED-by-egypt-cbe-banking-law-194-2020	true
uae-sca-crypto-asset-regulation-2020-11	2020-11-01	uae_sca	AE	S4_nation_state	offramp_cex	UAE SCA crypto-asset-regulation candidate is already covered by admitted uae-sca-crypto-asset-activities-regulation-decision-23-2020, which models Decision No. 23 of 2020's federal onshore licensing restriction for crypto offering, exchange, and custody activity.	https://www.charlesrussellspeechlys.com/en/insights/expert-insights/dispute-resolution/2024/in-depth-virtual-currency-regulation-uae/	-	medium-verified-corpus-dedup;COVERED-by-uae-sca-crypto-asset-activities-regulation-decision-23-2020	true
thailand-sec-meme-nft-token-ban-2021-06	2021-06-11	thailand_sec	TH	S4_nation_state	offramp_cex	Thailand SEC meme/NFT token-listing-ban candidate is already covered by admitted thailand-sec-meme-fan-nft-exchange-token-ban-2021-06.	https://www.coindesk.com/markets/2021/06/12/no-doge-allowed-thai-sec-bans-meme-fan-and-exchange-tokens-as-well-as-nfts	-	medium-verified-corpus-dedup;COVERED-by-thailand-sec-meme-fan-nft-exchange-token-ban-2021-06	true
blockfi-multistate-cease-desist-2021-07	2021-07-19	us_state_regulators	US	S4_nation_state	offramp_cex	BlockFi multistate cease-and-desist candidate is already represented by admitted blockfi-multistate-cease-desist-bia-2021-07, which models the BIA cease/show-cause state enforcement wave.	https://decrypt.co/110562/nexo-enforcement-action-bitcoin-earn-securities	-	medium-verified-corpus-dedup;COVERED-by-blockfi-multistate-cease-desist-bia-2021-07	true
taiwan-fsc-bitcoin-atm-banking-ban-2014-01	2014-01-06	taiwan_fsc	TW	S4_nation_state	offramp_cex	Taiwan FSC ATM/banking-ban candidate is already covered by admitted taiwan-fsc-bitcoin-bank-atm-ban-2014-01, including the bank conversion/payment-tool bar and Robocoin ATM refusal.	https://focustaiwan.tw/business/201401060030	https://www.coindesk.com/markets/2014/01/06/taiwan-regulators-block-robocoin-bitcoin-atms/	medium-verified-corpus-dedup;COVERED-by-taiwan-fsc-bitcoin-bank-atm-ban-2014-01	true
korea-real-name-account-mandate-2018-01	2018-01-30	korea_fsc_fss	KR	S4_nation_state	offramp_cex	South Korea real-name-account mandate candidate is covered by admitted korea-fsc-institutional-restriction-2017, which captures the 2017 emergency measures, 2018-01-23 confirmation, and 2018-01-30 real-name-account implementation.	https://www.coindesk.com/markets/2018/01/23/south-korea-reveals-deadline-for-anonymous-crypto-trading-halt/	https://www.koreaherald.com/article/1569335	high-verified-corpus-dedup;COVERED-by-korea-fsc-institutional-restriction-2017	true
sri-lanka-cbsl-crypto-warning-fx-directive-2021-04	2021-04-09	cbsl_sri_lanka	LK	S4_nation_state	offramp_cex	Sri Lanka CBSL warning/FX-directive candidate is already covered by admitted sri-lanka-cbsl-crypto-warning-fx-directive-2021, including the public warning and bank/card payment restriction for crypto transactions.	https://www.cbsl.gov.lk/en/news/public-awareness-on-virtual-currencies-in-sri-lanka	https://news.bitcoin.com/sri-lankas-crypto-regulation-central-bank-cryptocurrency-risks-unlicensed-exchanges/	medium-verified-corpus-dedup;COVERED-by-sri-lanka-cbsl-crypto-warning-fx-directive-2021	true
jordan-cbj-crypto-banking-ban-2014	2014-02	cbj_jordan	JO	S4_nation_state	offramp_cex	Jordan CBJ crypto-banking-ban candidate is the same Central Bank of Jordan prohibition already represented by jordan-cbj-bank-crypto-prohibition-2014 and previously deduped in the registry.	https://freemanlaw.com/cryptocurrency/jordan/	https://en.wikipedia.org/wiki/Legality_of_cryptocurrency_by_country_or_territory	medium-verified-corpus-dedup;COVERED-by-jordan-cbj-bank-crypto-prohibition-2014	true
iraq-cbi-crypto-prohibition-2017	2017-12-03	cbi_iraq	IQ	S4_nation_state	offramp_cex	Iraq CBI crypto-prohibition candidate is the same claim already represented by the rejected null-case iraq-cbi-cryptocurrency-prohibition-2017-12 and the registry's cryptocurrency-prohibition duplicate row; retained here only to close the alternate census slug.	https://freemanlaw.com/cryptocurrency/iraq-and-cryptocurrency/	-	low-verified-duplicate;COVERED-by-rejected-iraq-cbi-cryptocurrency-prohibition-2017-12	true
france-banque-de-france-bitcoin-dangers-note-2013-12	2013-12-05	banque_de_france	FR	S4_nation_state	none-warning	Banque de France Bitcoin-dangers note is excluded under codebook §9 as an early risk/non-recognition warning: it states Bitcoin is not legal-tender currency or a Monetary and Financial Code payment means, but does not impose a service denial, payment-rail cut-off, platform block, or binding crypto ban.	https://www.journaldugeek.com/2013/12/05/banque-de-france-bitcoins/	https://bitcoin.fr/quand-la-banque-de-france-s-interesse-a-bitcoin/	REVIEWED-excluded-soft-warning-non-recognition-per-codebook-9;related-france-norway-belgium-denmark-eu-cb-bitcoin-not-currency-2013-2014	false
norway-tax-authority-bitcoin-not-currency-asset-2013-12	2013-12-13	norway_tax_authority	NO	S4_nation_state	none-warning	Norway tax-authority Bitcoin classification is excluded under codebook §9 as a tax/non-currency classification and risk context, not a service-denial or censorship action.	https://www.coindesk.com/markets/2013/12/16/norwegian-tax-official-bitcoins-cannot-be-defined-as-money	https://cointelegraph.com/news/norway_deems_bitcoin_a_taxable_asset_not_a_currency	REVIEWED-excluded-tax-classification-non-recognition-per-codebook-9;related-france-norway-belgium-denmark-eu-cb-bitcoin-not-currency-2013-2014	false
malaysia-bnm-bitcoin-not-legal-tender-statement-2014-01	2014-01-03	bnm_malaysia	MY	S4_nation_state	none-warning	Bank Negara Malaysia Bitcoin statement is excluded under codebook §9 as a non-legal-tender/risk warning; it says Bitcoin is not recognized as legal tender and is not regulated by BNM, without an operative ban or service-denial instruction.	https://www.bnm.gov.my/-/statement-on-bitcoin	-	REVIEWED-excluded-soft-warning-non-recognition-per-codebook-9	false
belgium-nbb-fsma-virtual-currency-warning-2014-01	2014-01-14	belgium_nbb_fsma	BE	S4_nation_state	none-warning	Belgium NBB/FSMA virtual-currency warning is excluded under codebook §9 as consumer-risk/non-recognition guidance, not a binding service denial or platform/payment-rail restriction.	https://en.wikipedia.org/wiki/Cryptocurrencies_in_Europe	https://www.loc.gov/item/2014427360/	REVIEWED-excluded-soft-warning-non-recognition-per-codebook-9;related-france-norway-belgium-denmark-eu-cb-bitcoin-not-currency-2013-2014	false
mexico-banxico-bitcoin-warning-2014-03	2014-03-10	banxico	MX	S4_nation_state	none-warning	Banxico Bitcoin warning is excluded under codebook §9 as non-legal-tender/risk guidance; it does not itself block access, close banking rails, or prohibit crypto service provision.	https://www.loc.gov/item/global-legal-monitor/2014-04-29/mexico-central-bank-issues-warning-on-risks-of-using-bitcoin/	-	REVIEWED-excluded-soft-warning-non-recognition-per-codebook-9	false
denmark-fsa-central-bank-bitcoin-not-currency-2014	2014-03-18	denmark_nationalbank_fsa	DK	S4_nation_state	none-warning	Denmark central-bank/FSA Bitcoin non-currency statements are excluded under codebook §9 as non-recognition/regulatory-remit context, not a crypto service ban or access restriction.	https://www.loc.gov/item/global-legal-monitor/2014-07-16/denmark-recent-bank-and-tax-statements-on-bitcoin/	https://www.coindesk.com/markets/2013/12/17/denmarks-authorities-bitcoin-is-not-regulated-here	REVIEWED-excluded-soft-warning-non-recognition-per-codebook-9;related-france-norway-belgium-denmark-eu-cb-bitcoin-not-currency-2013-2014	false
cambodia-nbc-bitcoin-non-recognition-2014	2014-04-30	nbc_cambodia	KH	S4_nation_state	none-warning	Cambodia NBC 2014 Bitcoin non-recognition candidate is excluded under codebook §9 as a non-recognition/risk warning; it is distinct from the later admitted hard prohibition cambodia-nbc-joint-crypto-prohibition-2018-05.	https://www.phnompenhpost.com/business/nbc-won%E2%80%99t-recognise-bitcoin	https://freemanlaw.com/cryptocurrency/cambodia/	REVIEWED-excluded-soft-warning-non-recognition-per-codebook-9;distinct-from-cambodia-nbc-joint-crypto-prohibition-2018-05	false
algeria-finance-law-2018-prohibition	2017-12-28	algeria_finance_law	DZ	S4_nation_state	offramp_cex	Algeria Finance Law 2018 prohibition candidate is already covered by admitted algeria-finance-law-2018-crypto-prohibition, which models the purchase/sale/use/possession ban.	https://freemanlaw.com/cryptocurrency/algeria/	-	medium-verified-corpus-dedup;COVERED-by-algeria-finance-law-2018-crypto-prohibition	true
argentina-bcra-banks-crypto-ban-2022-05	2022-05-05	bcra_argentina	AR	S4_nation_state	offramp_cex	Argentina BCRA bank crypto-services ban candidate is already covered by admitted argentina-bcra-banks-crypto-services-ban-2022-05, based on Communication A 7506.	https://www.coindesk.com/policy/2022/05/05/argentinas-central-bank-bans-lenders-from-offering-crypto-services	-	medium-verified-corpus-dedup;COVERED-by-argentina-bcra-banks-crypto-services-ban-2022-05	true
canada-csa-pre-registration-undertaking-2023-02	2023-02-22	canadian_securities_administrators	CA	S4_nation_state	offramp_cex	CSA pre-registration undertaking candidate is semantically covered by canada-csa-binance-withdrawal-2023 and the Canada exit family already tracked in the registry; the corpus row models the CSA Staff Notice 21-332 framework and its Binance Canada withdrawal cascade.	https://www.mccarthy.ca/en/insights/publications/crypto-crackdown-osc-enforcement-2022-and-predictions-2023	-	medium-verified-corpus-dedup;COVERED-by-canada-csa-binance-withdrawal-2023-and-canada-exit-family	true
venezuela-sunacrip-shutdown-exchange-mining-halt-2023-03	2023-03-17	sunacrip_venezuela	VE	S4_nation_state	l1_consensus	Venezuela SUNACRIP exchange/mining halt candidate is already covered by admitted venezuela-sunacrip-mining-exchange-halt-2023-03. The corpus row conservatively carries the confirmed mining-facility shutdown and does not carry the unconfirmed exchange-closure claim as observed_change.	https://decrypt.co/124525/shut-down-mining-farms-exchanges-venezuela	https://cointelegraph.com/news/venezuela-shuts-down-crypto-mining-facilities-exchanges-amid-corruption-probe	medium-verified-corpus-dedup;COVERED-by-venezuela-sunacrip-mining-exchange-halt-2023-03	true
venezuela-sunacrip-exchange-mining-halt-2023-03	2023-03-17	sunacrip_venezuela	VE	S4_nation_state	l1_consensus	Short-form Venezuela SUNACRIP candidate is the same 2023 mining-facility shutdown already admitted as venezuela-sunacrip-mining-exchange-halt-2023-03; exchange shutdown was reported but unconfirmed and is not separately carried.	https://decrypt.co/124525/shut-down-mining-farms-exchanges-venezuela	-	medium-verified-corpus-dedup;COVERED-by-venezuela-sunacrip-mining-exchange-halt-2023-03	true
nigeria-binance-executive-detention-sec-block-2024-02	2024-02-28	nigeria_ncc_sec_efcc_cbn	NG	S4_nation_state	l0_network	Nigeria Binance executive-detention/block candidate is already covered by admitted nigeria-binance-network-block-2024-02, which models the late-February NCC/telco exchange-site block, Binance access severance, and executive detention context.	https://www.coindesk.com/policy/2024/02/29/nigeria-detains-binance-executives-as-it-investigates-the-crypto-exchange-reports	https://www.semafor.com/article/02/29/2024/arrest-binance-nigeria-crypto	medium-verified-corpus-dedup;COVERED-by-nigeria-binance-network-block-2024-02	true
nigeria-binance-executive-detention-block-2024-02	2024-02-28	nigeria_ncc_sec_efcc_cbn	NG	S4_nation_state	l0_network	Short-form Nigeria Binance detention/block candidate is the same February 2024 network/access restriction already admitted as nigeria-binance-network-block-2024-02.	https://www.coindesk.com/policy/2024/02/29/nigeria-detains-binance-executives-as-it-investigates-the-crypto-exchange-reports	-	medium-verified-corpus-dedup;COVERED-by-nigeria-binance-network-block-2024-02	true
okx-canada-exit-2023-03	2023-03-20	okx	CA	S5_corporate	offramp_cex	OKX Canada exit candidate is already covered by admitted okx-canada-exit-2023, which models the March 2023 Canadian-user service cutoff and withdrawal deadline under the CSA regulatory change.	https://www.theblock.co/post/226005/paxos-canada	https://cointelegraph.com/news/paxos-set-to-withdraw-from-canada-amid-regulatory-uncertainty	medium-verified-corpus-dedup;COVERED-by-okx-canada-exit-2023	true
huobi-seven-privacy-coin-delisting-2022-09	2022-09-12	huobi_global	corporate_global	S5_corporate	offramp_cex	Huobi seven-privacy-coin delisting candidate is covered by admitted huobi-htx-privacy-coin-delisting-2024; the corpus row's analysis notes explicitly correct the legacy 2024 slug to the real 2022 Huobi seven-coin privacy delisting.	https://www.coindesk.com/business/2022/09/12/crypto-exchange-huobi-to-delist-7-privacy-coins-including-zcash-monero	https://www.bloomberg.com/news/articles/2022-09-12/crypto-exchange-huobi-to-delist-privacy-tokens-including-zcash	high-verified-date-corrected;COVERED-by-huobi-htx-privacy-coin-delisting-2024	true
circle-usdc-multichain-hack-freeze-2023-10	2023-07-07	circle	US	S5_corporate	asset_onchain	Circle Multichain-hack freeze candidate is covered by draft circle-usdc-multichain-hack-freeze-2023-07, which date-corrects the on-chain USDC blacklist event to 2023-07-07 and pins the three blacklist tx hashes; the later court-extension framing is not a distinct freeze action.	https://www.theblock.co/post/377094/multichain-extends-freeze-stolen-usdc	https://www.kucoin.com/news/flash/u-s-court-orders-circle-to-freeze-usdc-tied-to-multichain-hack	high-verified-date-corrected;COVERED-by-draft-circle-usdc-multichain-hack-freeze-2023-07	true
schumer-manchin-silk-road-bitcoin-letter-2011-06	2011-06-05	us_senators_schumer_manchin	US	S4_nation_state	none-warning	Schumer/Manchin Silk Road letter is excluded under codebook §9 as political pressure and a request for enforcement, not an operative service denial, platform block, payment-rail cut-off, court order, or binding restriction.	https://reason.com/2011/08/22/senators-target-virtual-curren/	https://www.americanbanker.com/payments/news/senators-seek-to-shut-down-silk-road-site-but-leave-bitcoin-digital-currency-alone	REVIEWED-excluded-political-pressure-no-operative-action-per-codebook-9	false
russia-minfin-draft-bill-ban-monetary-surrogates-fines-2014	2014-10-03	russia_minfin	RU	S4_nation_state	none-proposal	Russian Minfin monetary-surrogate fines row is excluded under codebook §9 as a draft/proposed bill, not an enacted or otherwise operative censorship action.	https://www.coindesk.com/markets/2014/10/03/russia-proposes-monetary-penalties-for-bitcoin-use-and-promotion	https://www.coindesk.com/markets/2014/08/05/russian-ministry-of-finance-drafts-bill-banning-bitcoin/	REVIEWED-excluded-draft-bill-no-operative-action-per-codebook-9	false
hashflare-potapenko-turogin-doj-2022	2022-11-21	us_doj_wdwa	US	S3_doj_sec_cftc_fiod	asset_onchain	HashFlare/Polybius prosecution candidate is excluded under codebook §9 as a fraud/crypto-mining investment scam prosecution of an inherently illegitimate scheme, not censorship of a legitimate crypto platform, asset, or user.	https://www.justice.gov/usao-wdwa/united-states-vs-sergei-potapenko-and-ivan-turogin	-	REVIEWED-excluded-fraud-scam-prosecution-per-codebook-9	false
icomtech-forcount-doj-sdny-2022	2022-12-14	us_doj_sdny	US	S3_doj_sec_cftc_fiod	asset_onchain	IcomTech/Forcount candidate is excluded under codebook §9 as prosecution of crypto Ponzi schemes promising guaranteed mining/trading returns, not censorship of a legitimate crypto platform, asset, or user.	https://www.justice.gov/usao-sdny/pr/us-attorney-announces-fraud-and-money-laundering-charges-against-founders-and-promoters	https://www.justice.gov/usao-sdny/pr/two-defendants-convicted-trial-participating-cryptocurrency-ponzi-scheme-icomtech	REVIEWED-excluded-ponzi-fraud-prosecution-per-codebook-9	false
safemoon-karony-doj-edny-2023	2023-11-01	us_doj_edny	US	S3_doj_sec_cftc_fiod	asset_onchain	SafeMoon Karony prosecution candidate is excluded under codebook §9 as fraud/rug-pull prosecution over false liquidity-lock claims, not censorship of a legitimate crypto platform, asset, or user.	https://www.justice.gov/usao-edny/pr/chief-executive-officer-digital-asset-company-found-guilty-multi-million-dollar-crypto	https://www.justice.gov/usao-edny/pr/ceo-digital-asset-company-safemoon-sentenced-100-months-prison-multi-million-dollar	REVIEWED-excluded-fraud-rug-pull-prosecution-per-codebook-9	false
hyperfund-doj-charges-2024	2024-01-29	us_doj_sec	US	S3_doj_sec_cftc_fiod	asset_onchain	HyperFund/HyperVerse candidate is excluded under codebook §9 as a crypto Ponzi/pyramid-scheme fraud prosecution, not censorship of a legitimate crypto platform, asset, or user.	https://www.cnbc.com/2024/01/29/doj-and-sec-unveil-charges-in-1point9-billion-cryptocurrency-fraud-scheme.html	https://www.sec.gov/newsroom/press-releases/2024-11	REVIEWED-excluded-ponzi-pyramid-fraud-prosecution-per-codebook-9	false
indonesia-mui-fatwa-crypto-haram-2021-11	2021-11-11	indonesian_ulema_council	ID	S4_nation_state	none-warning	Indonesia MUI crypto-haram fatwa candidate is excluded under codebook §9 as non-binding religious guidance/adoption context, not a state service denial, payment-rail cut-off, platform block, or binding crypto restriction.	https://www.thejakartapost.com/indonesia/2021/11/12/indonesia-ulema-council-forbids-cryptocurrency-trading-.html	https://mirror.mui.or.id/berita/32209/keputusan-fatwa-hukum-uang-kripto-atau-cryptocurrency/	REVIEWED-excluded-nonbinding-religious-guidance-per-codebook-9	false
korea-vaupa-effective-2024-07	2024-07-19	korea_fsc_fss	KR	S4_nation_state	none-framework	South Korea VAUPA effective-date candidate is excluded under codebook §9 as a general market-integrity / user-protection regulatory framework against unfair trading, not a specific crypto access restriction or service-denial event.	https://www.loc.gov/item/global-legal-monitor/2024-07-18/south-korea-act-to-regulate-cryptocurrency-markets-goes-into-effect/	https://www.fsc.go.kr/eng/pr010101/82683	REVIEWED-excluded-general-market-integrity-framework-per-codebook-9	false
indonesia-ojk-crypto-supervision-transfer-2025-01	2025-01-10	indonesia_ojk	ID	S4_nation_state	none-framework	Indonesia OJK supervision-transfer candidate is excluded under codebook §9 as administrative regulatory perimeter transfer / reclassification context, not a distinct service denial, platform block, payment-rail restriction, or shutdown action.	https://ssek.com/blog/from-bappebti-to-ojk-indonesias-crypto-regulation-just-changed/	https://www.hbtlaw.com/insights/2025-05/ojk-assumes-regulatory-oversight-digital-financial-assets	REVIEWED-excluded-administrative-regulatory-transfer-per-codebook-9	false
x	2024-02	y	z	S4_nation_state	none-invalid	Malformed placeholder candidate row with id=x, actor=y, jurisdiction=z, one_line=w, and example.com source; excluded as candidate-pool artifact rather than a real event.	https://example.com	-	REVIEWED-excluded-malformed-placeholder-candidate	false
korea-exchange-privacy-coin-delisting-2019-09	2019-09-30	upbit_okex_korea	KR	S4_nation_state	offramp_cex	Korea exchange privacy-coin delisting candidate is already covered by admitted upbit-privacy-coin-delisting-2019-09 and okex-privacy-coin-delisting-2019-09; the later Korea FSC privacy-coin mandate is separately represented by korea-fsc-privacy-coin-delisting-mandate-2021-03.	https://www.coindesk.com/markets/2019/09/20/south-korean-exchange-upbit-delists-privacy-coins/	https://www.theblock.co/post/41475/okex-korea-to-delist-privacy-coins-citing-fatf-guidelines	high-verified-corpus-dedup;COVERED-by-upbit-privacy-coin-delisting-2019-09-and-okex-privacy-coin-delisting-2019-09	true
liberty-reserve-costa-rica-sugef-license-denial-2009	2011-03-07	costa_rica_sugef	CR	S4_nation_state	offramp_cex	Liberty Reserve Costa Rica SUGEF license-denial candidate is date-corrected and covered by admitted liberty-reserve-costa-rica-license-denial-2011-03; the corpus row models the SUGEF refusal that created the unlicensed-operation predicate later cited in the DOJ Liberty Reserve case.	https://www.justice.gov/archive/usao/nys/pressreleases/May13/LibertyReserveetalDocuments/Liberty%20Reserve%20Superseding%20Indictment%20-%20Redacted.pdf	https://ticotimes.net/2013/05/27/liberty-reserve-founder-arrested-in-spain-on-suspicion-of-money-laundering	high-verified-date-corrected;COVERED-by-liberty-reserve-costa-rica-license-denial-2011-03	true
btc-e-vinnik-guilty-plea-doj-2024	2024-05-03	us_doj_ndca	US	S3_doj_sec_cftc_fiod	offramp_cex	Vinnik guilty-plea candidate is a later disposition of the already-admitted BTC-e enforcement arc, not a distinct access restriction or shutdown; operative exchange seizure/shutdown is covered by btc-e-doj-2017.	https://www.justice.gov/opa/pr/btc-e-operator-alexander-vinnik-pleads-guilty-money-laundering-conspiracy	-	medium-verified-disposition;COVERED-by-btc-e-doj-2017	true
blender-sinbad-operators-doj-2025	2025-01-10	us_doj_ndga	US	S3_doj_sec_cftc_fiod	asset_onchain	Blender/Sinbad operators indictment candidate is already covered by admitted sinbad-doj-2024, whose trigger date is 2025-01-10 and which models the DOJ action against Sinbad/Blender operators and the mixer shutdown/seizure surface.	https://www.justice.gov/opa/pr/operators-cryptocurrency-mixing-services-arrested-and-charged-money-laundering	-	high-verified-corpus-dedup;COVERED-by-sinbad-doj-2024	true
